season,player_name,team,role,is_overseas,base_price_cr,price_cr,acquisition,ball_name,match_method,matches_played,runs,balls_faced,fours,sixes,dismissals,runs_conceded,balls_bowled,wickets,strike_rate,economy,played,bat_impact,bowl_impact,impact,visibility,value_on_cr,value_off_cr,value_cr,roi,surplus_cr,team_matches,availability
2022,Simarjeet Singh,CSK,Bowler,False,,0.2,sold,Simarjeet Singh,exact,6.0,7.0,8.0,0.0,0.0,1.0,138.0,108.0,4.0,87.5,7.67,True,-15.23683904706566,-13.882620617233528,-29.119459664299185,156.0,0.0,0.7759532543758518,0.7759532543758518,3.879766271879259,0.5759532543758519,14,0.43
2022,Devon Conway,CSK,Batter,True,,1.0,sold,DP Conway,surname+initial,7.0,252.0,173.0,23.0,12.0,6.0,0.0,0.0,0.0,145.7,,True,83.62835560720511,0.0,83.62835560720511,293.0,10.08353862022903,1.4573993816161832,11.540938001845213,11.540938001845213,10.540938001845213,14,0.5
2022,Dwaine Pretorius,CSK,All-Rounder,True,,0.5,sold,D Pretorius,surname+initial,6.0,44.0,28.0,3.0,3.0,4.0,210.0,126.0,6.0,157.1,10.0,True,-43.82893666472981,-38.52972405343912,-82.35866071816892,244.0,0.0,1.213670474792999,1.213670474792999,2.427340949585998,0.7136704747929989,14,0.43
2022,Mitchell Santner,CSK,All-Rounder,True,,1.9,sold,MJ Santner,surname+initial,6.0,22.0,27.0,3.0,0.0,2.0,130.0,114.0,4.0,81.5,6.84,True,-25.5493317838466,-3.4316550959687433,-28.980986879815344,181.0,0.0,0.9003047374489049,0.9003047374489049,0.4738445986573184,-0.999695262551095,14,0.43
2022,Adam Milne,CSK,Bowler,True,,1.9,sold,AF Milne,surname+initial,1.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,0.0,,7.6,True,0.0,-12.872586196837991,-12.872586196837991,15.0,0.0,0.0746108898438319,0.0746108898438319,0.03926888939149048,-1.8253891101561681,14,0.07
2022,Subhranshu Senapati,CSK,Batter,False,,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,14,0.0
2022,Mukesh Choudhary,CSK,Bowler,False,,0.2,sold,Mukesh Choudhary,exact,13.0,6.0,6.0,1.0,0.0,1.0,424.0,273.0,16.0,100.0,9.32,True,-15.677629285299245,7.518931217548577,-8.158698067750668,439.0,0.0,2.183612042762814,2.183612042762814,10.91806021381407,1.9836120427628139,14,0.93
2022,Prashant Solanki,CSK,Bowler,False,,1.2,sold,PH Solanki,surname+initial,2.0,0.0,0.0,0.0,0.0,0.0,38.0,36.0,2.0,,6.33,True,0.0,16.705793127588827,16.705793127588827,56.0,2.0143109231372396,0.2785473220836391,2.2928582452208786,1.9107152043507323,1.0928582452208786,14,0.14
2022,K.Bhagath Varma,CSK,All-Rounder,False,,0.2,sold,,manual_no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,14,0.0
2022,David Warner,DC,Batter,True,,6.25,sold,DA Warner,surname+initial,12.0,432.0,287.0,52.0,15.0,9.0,0.0,0.0,0.0,150.5,,True,171.75339918651946,0.0,171.75339918651946,437.0,20.709268061988173,2.1736639241169695,22.88293198610514,3.661269117776823,16.63293198610514,14,0.86
2022,Mitchell Marsh,DC,All-Rounder,True,,6.5,sold,MR Marsh,surname+initial,8.0,251.0,189.0,19.0,14.0,8.0,102.0,72.0,4.0,132.8,8.5,True,38.15467751307379,7.411586255177651,45.566263768251446,441.0,5.494179302589564,2.1935601614086577,7.687739463998222,1.1827291483074187,1.1877394639982217,14,0.57
2022,Mustafizur Rahman,DC,Bowler,True,,2.0,sold,Mustafizur Rahman,exact,8.0,3.0,5.0,0.0,0.0,0.0,244.0,192.0,8.0,60.0,7.62,True,1.6019755955839627,-5.5691033195262705,-3.9671277239423075,277.0,0.0,1.377814432449429,1.377814432449429,0.6889072162247145,-0.622185567550571,14,0.57
2022,Shardul Thakur,DC,Bowler,False,,10.75,sold,SN Thakur,surname+initial,14.0,120.0,87.0,7.0,7.0,8.0,473.0,290.0,15.0,137.9,9.79,True,-64.32562463683905,-54.53666647220114,-118.8622911090402,597.0,0.0,2.9695134157845096,2.9695134157845096,0.2762338061194893,-7.78048658421549,14,1.0
2022,Kuldeep Yadav,DC,Bowler,False,,2.0,sold,Kuldeep Yadav,exact,14.0,48.0,52.0,3.0,2.0,1.0,419.0,298.0,21.0,92.3,8.44,True,13.460546194073213,122.73128755615193,136.19183375022513,580.0,16.42141119969467,2.8849544072948334,19.306365606989505,9.653182803494753,17.306365606989505,14,1.0
2022,Ashwin Hebbar,DC,Batter,False,,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,14,0.0
2022,Sarfaraz Khan,DC,All-Rounder,False,,0.2,sold,SN Khan,surname+initial,5.0,91.0,67.0,9.0,2.0,3.0,0.0,0.0,0.0,135.8,,True,12.2664729808251,0.0,12.2664729808251,87.0,1.4790372612024574,0.43274316109422506,1.9117804222966823,9.55890211148341,1.7117804222966824,14,0.36
2022,Kamlesh Nagarkoti,DC,All-Rounder,False,,1.1,sold,KL Nagarkoti,surname+initial,1.0,0.0,0.0,0.0,0.0,0.0,29.0,12.0,0.0,,14.5,True,0.0,-24.098068957470392,-24.098068957470392,12.0,0.0,0.059688711875065525,0.059688711875065525,0.05426246534096865,-1.0403112881249346,14,0.07
2022,K.S. Bharat,DC,Wicketkeeper,False,,2.0,sold,KS Bharat,last_name_unique,2.0,8.0,7.0,2.0,0.0,2.0,0.0,0.0,0.0,114.3,,True,-33.95723416618245,0.0,-33.95723416618245,7.0,0.0,0.034818415260454885,0.034818415260454885,0.017409207630227443,-1.965181584739545,14,0.14
2022,Mandeep Singh,DC,Batter,False,,1.1,sold,Mandeep Singh,exact,3.0,18.0,23.0,4.0,0.0,3.0,0.0,0.0,0.0,78.3,,True,-48.430912260313775,0.0,-48.430912260313775,23.0,0.0,0.11440336442720891,0.11440336442720891,0.10400305857018992,-0.9855966355727912,14,0.21
2022,Syed Khaleel Ahmed,DC,Bowler,False,,5.25,sold,KK Ahmed,manual,10.0,0.0,2.0,0.0,0.0,2.0,315.0,235.0,16.0,0.0,8.04,True,-40.55920976176642,100.99614958287148,60.436939821105064,397.0,7.287219895091008,1.9747015512000843,9.261921446291092,1.7641755135792556,4.011921446291092,14,0.71
2022,Lungisani Ngidi,DC,Bowler,True,,0.5,sold,L Ngidi,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,14,0.0
2022,Chetan Sakariya,DC,Bowler,False,,4.2,sold,C Sakariya,surname+initial,3.0,0.0,0.0,0.0,0.0,0.0,84.0,66.0,3.0,,7.64,True,0.0,2.9606207339128474,2.9606207339128474,96.0,0.35697860245489443,0.4775096950005242,0.8344882974554186,0.19868768987033777,-3.3655117025445813,14,0.21
2022,Yash Dhull,DC,All-Rounder,False,,0.5,sold,YV Dhull,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,14,0.0
2022,Vicky Ostwal,DC,All-Rounder,False,,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,14,0.0
2022,Ripal Patel,DC,All-Rounder,False,,0.2,sold,RV Patel,surname+initial,1.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,200.0,,True,-14.838814642649622,0.0,-14.838814642649622,13.0,0.0,0.06466277119798765,0.06466277119798765,0.3233138559899382,-0.13533722880201238,14,0.07
2022,Lalit Yadav,DC,All-Rounder,False,,0.65,sold,Lalit Yadav,exact,10.0,161.0,146.0,11.0,7.0,7.0,150.0,108.0,4.0,110.3,8.33,True,-19.822312608948288,-25.882620617233528,-45.704933226181815,364.0,0.0,1.8105575935436542,1.8105575935436542,2.785473220836391,1.160557593543654,14,0.71
2022,Rovman Powell,DC,Batter,True,,2.8,sold,R Powell,surname+initial,12.0,250.0,167.0,10.0,22.0,10.0,17.0,6.0,0.0,149.7,17.0,True,3.3059848925043553,-14.549034478735196,-11.24304958623084,393.0,0.0,1.9548053139083958,1.9548053139083958,0.6981447549672842,-0.845194686091604,14,0.86
2022,Tim Seifert,DC,Wicketkeeper,True,,0.5,sold,TL Seifert,surname+initial,2.0,24.0,19.0,4.0,0.0,2.0,0.0,0.0,0.0,126.3,,True,-21.312492736780943,0.0,-21.312492736780943,19.0,0.0,0.09450712713552041,0.09450712713552041,0.18901425427104082,-0.4054928728644796,14,0.14
2022,Pravin Dubey,DC,All-Rounder,False,,0.5,sold,P Dubey,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,14,0.0
2022,Mohammad Shami,GT,Bowler,False,,6.25,sold,Mohammed Shami,surname+initial,16.0,0.0,0.0,0.0,0.0,0.0,488.0,366.0,20.0,,8.0,True,0.0,61.508896797153014,61.508896797153014,566.0,7.4164717438057295,2.8153175767739236,10.231789320579653,1.6370862912927444,3.9817893205796526,16,1.0
2022,David Miller,GT,Batter,True,,3.0,sold,DA Miller,surname+initial,16.0,481.0,337.0,32.0,23.0,7.0,0.0,0.0,0.0,142.7,,True,246.7731551423591,0.0,246.7731551423591,567.0,29.754819669075992,2.820291636096846,32.57511130517284,10.858370435057614,29.57511130517284,16,1.0
2022,Jason Roy,GT,Batter,True,,2.0,sold,JJ Roy,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,16,0.0
2022,Wriddhiman Saha,GT,Wicketkeeper,False,,1.9,sold,WP Saha,surname+initial,11.0,317.0,259.0,40.0,7.0,10.0,0.0,0.0,0.0,122.4,,True,44.58233585124927,0.0,44.58233585124927,329.0,5.375541609924492,1.6364655172413798,7.012007127165872,3.6905300669294068,5.112007127165873,16,0.69
2022,Matthew Wade,GT,Wicketkeeper,True,,2.4,sold,MS Wade,surname+initial,10.0,157.0,138.0,23.0,2.0,10.0,0.0,0.0,0.0,113.8,,True,-81.58547356188262,0.0,-81.58547356188262,158.0,0.0,0.785901373021696,0.785901373021696,0.3274589054257067,-1.6140986269783038,16,0.62
2022,Lockie Ferguson,GT,Bowler,True,,10.0,sold,LH Ferguson,surname+initial,13.0,5.0,4.0,1.0,0.0,2.0,427.0,286.0,12.0,125.0,8.96,True,-36.11841952353283,-70.17064348637771,-106.28906300991054,410.0,0.0,2.039364322398072,2.039364322398072,0.20393643223980723,-7.960635677601928,16,0.81
2022,Abhinav Sadarangani,GT,Batter,False,,2.6,sold,A Manohar,manual,7.0,108.0,75.0,14.0,3.0,6.0,0.0,0.0,0.0,144.0,,True,-32.97036606624056,0.0,-32.97036606624056,105.0,0.0,0.5222762289068233,0.5222762289068233,0.20087547265647052,-2.0777237710931766,16,0.44
2022,Rahul Tewatia,GT,All-Rounder,False,,9.0,sold,R Tewatia,surname+initial,13.0,217.0,147.0,22.0,9.0,7.0,76.0,36.0,0.0,147.6,12.67,True,35.89808251016851,-61.29420687241117,-25.396124362242666,273.0,0.0,1.3579181951577406,1.3579181951577406,0.15087979946197116,-7.64208180484226,16,0.81
2022,Noor Ahmad,GT,Bowler,True,,0.3,sold,Noor Ahmad,exact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,16,0.0
2022,R. Sai Kishore,GT,Bowler,False,,3.0,sold,R Sai Kishore,exact,5.0,0.0,0.0,0.0,0.0,0.0,121.0,96.0,6.0,,7.56,True,0.0,38.21544834023686,38.21544834023686,156.0,4.607850368816121,0.7759532543758518,5.383803623191973,1.7946012077306577,2.383803623191973,16,0.31
2022,Dominic Drakes,GT,All-Rounder,True,,1.1,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,16,0.0
2022,Vijay Shankar,GT,All-Rounder,False,,1.4,sold,V Shankar,surname+initial,4.0,19.0,35.0,1.0,0.0,4.0,15.0,9.0,0.0,54.3,10.0,True,-70.78617083091225,-11.323551718102793,-82.10972254901505,44.0,0.0,0.21885861020857358,0.21885861020857358,0.15632757872040973,-1.1811413897914262,16,0.25
2022,Jayant Yadav,GT,All-Rounder,False,,1.7,sold,J Yadav,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,16,0.0
2022,Darshan Nalkande,GT,All-Rounder,False,,0.2,sold,DG Nalkande,surname+initial,2.0,0.0,0.0,0.0,0.0,0.0,59.0,31.0,2.0,,11.42,True,0.0,-6.33667814013185,-6.33667814013185,51.0,0.0,0.2536770254690285,0.2536770254690285,1.2683851273451423,0.05367702546902847,16,0.12
2022,Yash Dayal,GT,Bowler,False,,3.2,sold,Yash Dayal,exact,9.0,0.0,1.0,0.0,0.0,1.0,296.0,192.0,11.0,0.0,9.25,True,-20.27960488088321,2.4308966804737295,-17.84870820040948,303.0,0.0,1.5071399748454044,1.5071399748454044,0.47098124213918885,-1.6928600251545958,16,0.56
2022,B. Sai Sudharsan,GT,All-Rounder,False,,0.2,sold,B Sai Sudharsan,exact,5.0,145.0,114.0,14.0,3.0,4.0,0.0,0.0,0.0,127.2,,True,33.12504357931435,0.0,33.12504357931435,144.0,3.9940717930367655,0.7162645425007863,4.710336335537551,23.551681677687757,4.510336335537551,16,0.31
2022,Gurkeerat Singh,GT,All-Rounder,False,,0.5,sold,Gurkeerat Singh,exact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,16,0.0
2022,Alzarri Joseph,GT,Bowler,True,,2.4,sold,AS Joseph,surname+initial,9.0,5.0,7.0,0.0,0.0,1.0,264.0,180.0,7.0,71.4,8.8,True,-16.957234166182452,-50.471034362055896,-67.42826852823835,257.0,0.0,1.2783332459909866,1.2783332459909866,0.5326388524962444,-1.1216667540090133,16,0.56
2022,Varun Aaron,GT,Bowler,False,,0.5,sold,VR Aaron,surname+initial,2.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,2.0,,10.4,True,0.0,0.25482760632401735,0.25482760632401735,50.0,0.030725989901532448,0.24870296614610635,0.2794289560476388,0.5588579120952776,-0.2205710439523612,16,0.12
2022,Pradeep Sangwan,GT,All-Rounder,False,,0.2,sold,PJ Sangwan,surname+initial,3.0,2.0,5.0,0.0,0.0,1.0,65.0,54.0,3.0,40.0,7.22,True,-19.398024404416038,17.058689691383236,-2.3393347130328017,89.0,0.0,0.4426912797400693,0.4426912797400693,2.2134563987003464,0.24269127974006927,16,0.19
2022,Pat Cummins,KKR,All-Rounder,True,,7.25,sold,PJ Cummins,surname+initial,5.0,63.0,24.0,5.0,6.0,4.0,212.0,119.0,7.0,262.5,10.69,True,-23.71051714119698,-23.389183828248058,-47.09970096944504,273.0,0.0,1.3579181951577406,1.3579181951577406,0.18729906140106767,-5.89208180484226,14,0.36
2022,Shreyas Iyer,KKR,Batter,False,,12.25,sold,SS Iyer,surname+initial,14.0,401.0,298.0,41.0,11.0,13.0,7.0,6.0,0.0,134.6,7.0,True,57.67774549680418,-4.549034478735196,53.128711018068984,414.0,6.406025868904328,2.0592605596897604,8.465286428594087,0.6910437900893133,-3.784713571405913,14,1.0
2022,Mohammad Nabi,KKR,All-Rounder,True,,1.0,sold,Mohammad Nabi,exact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,14,0.0
2022,Nitish Rana,KKR,All-Rounder,False,,8.0,sold,N Rana,surname+initial,14.0,361.0,251.0,29.0,22.0,13.0,23.0,12.0,0.0,143.8,11.5,True,30.819174898314927,-18.098068957470392,12.721105940844534,483.0,1.533854900232897,2.4024706529713873,3.9363255532042842,0.49204069415053553,-4.063674446795716,14,1.0
2022,Sam Billings,KKR,Wicketkeeper,True,,2.0,sold,SW Billings,surname+initial,8.0,169.0,138.0,9.0,10.0,7.0,0.0,0.0,0.0,122.5,,True,-9.58547356188263,0.0,-9.58547356188263,238.0,0.0,1.1838261188554662,1.1838261188554662,0.5919130594277331,-0.8161738811445338,14,0.57
2022,Umesh Yadav,KKR,Bowler,False,,2.0,sold,UT Yadav,surname+initial,12.0,55.0,40.0,4.0,4.0,4.0,339.0,288.0,16.0,137.5,7.06,True,-36.184195235328296,98.64634502071061,62.462149785382316,528.0,7.531410788724972,2.626303322502883,10.157714111227854,5.078857055613927,8.157714111227854,14,0.86
2022,Shivam Mavi,KKR,All-Rounder,False,,7.25,sold,Shivam Mavi,exact,6.0,3.0,7.0,0.0,0.0,2.0,227.0,132.0,5.0,42.9,10.32,True,-38.95723416618245,-73.0787585321743,-112.03599269835675,189.0,0.0,0.940097212032282,0.940097212032282,0.12966858096996994,-6.309902787967718,14,0.43
2022,Sheldon Jackson,KKR,Wicketkeeper,False,,0.6,sold,SP Jackson,surname+initial,5.0,23.0,26.0,0.0,1.0,4.0,0.0,0.0,0.0,88.5,,True,-64.2697269029634,0.0,-64.2697269029634,36.0,0.0,0.17906613562519658,0.17906613562519658,0.2984435593753276,-0.4209338643748034,14,0.36
2022,Ajinkya Rahane,KKR,Batter,False,,1.0,sold,AM Rahane,surname+initial,7.0,133.0,128.0,14.0,4.0,7.0,0.0,0.0,0.0,103.9,,True,-42.789424753050554,0.0,-42.789424753050554,168.0,0.0,0.8356419662509174,0.8356419662509174,0.8356419662509174,-0.16435803374908264,14,0.5
2022,Rinku Singh,KKR,Batter,False,,0.55,sold,RK Singh,manual,7.0,174.0,117.0,17.0,7.0,5.0,0.0,0.0,0.0,148.7,,True,41.28622893666473,0.0,41.28622893666473,187.0,4.978111562086105,0.9301490933864377,5.908260655472542,10.742292100859167,5.3582606554725425,14,0.5
2022,Anukul Roy,KKR,All-Rounder,False,,0.2,sold,AS Roy,surname+initial,2.0,0.0,2.0,0.0,0.0,1.0,55.0,42.0,1.0,0.0,7.86,True,-20.559209761766414,-17.843241351146375,-38.402451112912786,54.0,0.0,0.26859920343779486,0.26859920343779486,1.3429960171889743,0.06859920343779485,14,0.14
2022,Alex Hales,KKR,Batter,True,,1.5,sold,AD Hales,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,14,0.0
2022,Rasikh Dar,KKR,Bowler,False,,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,14,0.0
2022,Tim Southee,KKR,Bowler,True,,1.5,sold,TG Southee,surname+initial,9.0,2.0,12.0,0.0,0.0,4.0,275.0,210.0,14.0,16.7,7.86,True,-81.3552585705985,90.78379324426811,9.428534673669617,362.0,1.136851165179732,1.8006094748978099,2.937460640077542,1.958307093385028,1.4374606400775418,14,0.64
2022,Baba Indrajith,KKR,Wicketkeeper,False,,0.2,sold,B Indrajith,surname+initial,3.0,21.0,30.0,2.0,0.0,3.0,0.0,0.0,0.0,70.0,,True,-47.38814642649622,0.0,-47.38814642649622,30.0,0.0,0.1492217796876638,0.1492217796876638,0.7461088984383191,-0.0507782203123362,14,0.21
2022,Chamika Karunaratne,KKR,All-Rounder,True,,0.5,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,14,0.0
2022,Abhijeet Tomar,KKR,Batter,False,,0.4,sold,A Tomar,surname+initial,1.0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,,True,-18.236839047065658,0.0,-18.236839047065658,8.0,0.0,0.039792474583377015,0.039792474583377015,0.09948118645844253,-0.360207525416623,14,0.07
2022,Aman Khan,KKR,All-Rounder,False,,0.2,sold,,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,14,0.0
2022,Ramesh Kumar,KKR,Batter,False,,0.2,sold,,no_match,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,14,0.0
2022,Pratham Singh,KKR,Batter,False,,0.2,sold,Pankaj Singh,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,14,0.0
2022,Ashok Sharma,KKR,Bowler,False,,0.55,sold,,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.55,14,0.0
2022,Quinton De Kock,LSG,Wicketkeeper,True,,6.75,sold,Q de Kock,surname+initial,15.0,508.0,341.0,47.0,23.0,14.0,0.0,0.0,0.0,149.0,,True,132.65473561882627,0.0,132.65473561882627,571.0,15.994923492833346,2.8401878733885346,18.83511136622188,2.7903868690699083,12.08511136622188,15,1.0
2022,Manish Pandey,LSG,Batter,False,,4.6,sold,MK Pandey,surname+initial,6.0,88.0,80.0,9.0,2.0,6.0,0.0,0.0,0.0,110.0,,True,-54.36839047065659,0.0,-54.36839047065659,100.0,0.0,0.4974059322922127,0.4974059322922127,0.10813172441135059,-4.102594067707787,15,0.4
2022,Jason Holder,LSG,All-Rounder,True,,8.75,sold,JO Holder,surname+initial,12.0,58.0,44.0,2.0,6.0,6.0,391.0,249.0,14.0,131.8,9.42,True,-74.30261475886113,-9.284930867510674,-83.58754562637179,493.0,0.0,2.4522112462006085,2.4522112462006085,0.28025271385149814,-6.2977887537993915,15,0.8
2022,Deepak Hooda,LSG,All-Rounder,False,,5.75,sold,DJ Hooda,surname+initial,14.0,451.0,330.0,36.0,18.0,14.0,43.0,24.0,1.0,136.7,10.75,True,78.73038930854155,-13.196137914940785,65.53425139360075,544.0,7.901831263775774,2.705888271669637,10.607719535445412,1.8448207887731152,4.857719535445412,15,0.93
2022,Krunal Pandya,LSG,All-Rounder,False,,8.25,sold,KH Pandya,surname+initial,14.0,183.0,145.0,16.0,4.0,9.0,265.0,228.0,10.0,126.2,6.97,True,-37.54270772806508,28.136689808062513,-9.406017920002569,513.0,0.0,2.551692432659051,2.551692432659051,0.3092960524435213,-5.698307567340949,15,0.93
2022,Mark Wood,LSG,Bowler,True,,7.5,sold,MA Wood,surname+initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,15,0.0
2022,Avesh Khan,LSG,Bowler,False,,10.0,sold,Avesh Khan,exact,13.0,22.0,13.0,0.0,3.0,1.0,416.0,286.0,18.0,169.2,8.73,True,-1.6348634514816967,60.82935651362229,59.19449306214059,509.0,7.137411139596152,2.5317961953673627,9.669207334963515,0.9669207334963514,-0.3307926650364852,15,0.87
